OEM,MODEL,BODY TYPE,PRICE IN LAKHS,YEAR,MONTH,SALE
Datsun,Go,Hatchback,4.03,2016,1,673
Datsun,Go Plus,MUV,4.26,2016,1,740
Datsun,RediGo,Hatchback,3.98,2016,1,
Fiat,"Evo, Avventura",Hatchback,6.57,2016,1,520
Fiat,Linea,Sedan,7.19,2016,1,93
Ford,Aspire,Sedan,7.28,2016,1,1748
Ford,EcoSport,SUV,8.19,2016,1,3047
Ford,Endeavour,SUV,29.99,2016,1,480
Ford,Figo,Hatchback,5.82,2016,1,1770
Ford,Mustang,Others,74.61,2016,1,
Honda,Amaze,Sedan,6.38,2016,1,3471
Honda,Brio,Hatchback,4.73,2016,1,396
Honda,BRV,SUV,13.9,2016,1,
Honda,City,Sedan,15.18,2016,1,8037
Honda,CRV,SUV,28.34,2016,1,81
Honda,Jazz,Hatchback,7.81,2016,1,4709
Hyundai,Creta,SUV,10.22,2016,1,6589
Hyundai,Elantra,Sedan,17.86,2016,1,42
Hyundai,Elite i20,Hatchback,5.57,2016,1,9604
Hyundai,Eon,Hatchback,3.33,2016,1,5431
Hyundai,Grand i10,Hatchback,5,2016,1,9934
Hyundai,Tucson,SUV,23,2016,1,
Hyundai,Verna,Sedan,8,2016,1,1224
Hyundai,Xcent,Sedan,6,2016,1,3708
Mahindra,Bolero,MUV,8.99,2016,1,6160
Mahindra,KUV100,Hatchback,6.19,2016,1,3413
Mahindra,Scorpio,SUV,13.18,2016,1,4013
Mahindra,TUV300,SUV,15,2016,1,3816
Mahindra,"Verito, Vibe",Sedan,10,2016,1,293
Mahindra,XUV500,SUV,13,2016,1,2493
Mahindra,Xylo,MUV,8.86,2016,1,500
Maruti Suzuki,Alto,Hatchback,3.25,2016,1,21462
Maruti Suzuki,Baleno,Hatchback,6.03,2016,1,7698
Maruti Suzuki,Celerio,Hatchback,5.14,2016,1,7141
Maruti Suzuki,Ciaz,Sedan,8.67,2016,1,5431
Maruti Suzuki,Dzire,Sedan,6.09,2016,1,17587
Maruti Suzuki,Ertiga,MUV,8.11,2016,1,5799
Maruti Suzuki,Gypsy,MUV,6.5,2016,1,283
Maruti Suzuki,Ignis,Hatchback,5.08,2016,1,
Maruti Suzuki,Omni,MUV,2.08,2016,1,5901
Maruti Suzuki,S-Cross,Hatchback,8.6,2016,1,2032
Maruti Suzuki,Swift,Hatchback,5.9,2016,1,14057
Maruti Suzuki,Vitara Brezza,SUV,7.68,2016,1,
Maruti Suzuki,WagonR,Hatchback,5.16,2016,1,12744
Maruti Suzuki,Еесо,MUV,4.53,2016,1,4611
Nissan,Micra,Hatchback,6.63,2016,1,543
Nissan,Sunny,Sedan,7.07,2016,1,206
Nissan,Terrano,SUV,10,2016,1,502
Renault,Kwid,Hatchback,4.24,2016,1,5985
Renault,Lodgy,MUV,8.63,2016,1,423
Skoda,Octavia,Sedan,26.29,2016,1,155
Skoda,Rapid,Sedan,11.99,2016,1,1044
Skoda,Superb,Sedan,32.85,2016,1,2
Tata,Bolt,Hatchback,5.25,2016,1,1072
Tata,Nano,Hatchback,2.05,2016,1,1608
Tata,"Safari, Storme",SUV,11.09,2016,1,575
Tata,Sumo,MUV,5.26,2016,1,745
Tata,Tiago,Hatchback,5.19,2016,1,
Tata,Tigor,Sedan,5.79,2016,1,
Tata,Zest,Sedan,5.82,2016,1,2026
Tata,Hexa,MUV,13.69,2016,1,
Toyota,Camry,Sedan,41.7,2016,1,150
Toyota,Corolla,Sedan,16.46,2016,1,361
Toyota,Etios,Sedan,7.04,2016,1,2343
Toyota,Fortuner,SUV,31.38,2016,1,825
Toyota,Innova,MUV,17.3,2016,1,3352
Toyota,Landcruiser,SUV,147,2016,1,1
Toyota,"Liva, Cross",Hatchback,5.68,2016,1,1478
Volkswagen,Polo,Hatchback,6.49,2016,1,2499
Volkswagen,Vento,Sedan,10,2016,1,1393
Datsun,Go,Hatchback,4.03,2016,2,1414
Datsun,Go Plus,MUV,4.26,2016,2,668
Datsun,RediGo,Hatchback,3.98,2016,2,
Fiat,"Evo, Avventura",Hatchback,6.57,2016,2,477
Fiat,Linea,Sedan,7.19,2016,2,105
Ford,Aspire,Sedan,7.28,2016,2,855
Ford,EcoSport,SUV,8.19,2016,2,2638
Ford,Endeavour,SUV,29.99,2016,2,410
Ford,Figo,Hatchback,5.82,2016,2,1580
Ford,Mustang,Others,74.61,2016,2,
Honda,Amaze,Sedan,6.38,2016,2,4069
Honda,Brio,Hatchback,4.73,2016,2,399
Honda,BRV,SUV,13.9,2016,2,
Honda,City,Sedan,15.18,2016,2,4880
Honda,CRV,SUV,28.34,2016,2,81
Honda,Jazz,Hatchback,7.81,2016,2,3365
Hyundai,Creta,SUV,10.22,2016,2,8196
Hyundai,Elantra,Sedan,17.86,2016,2,114
Hyundai,Elite i20,Hatchback,5.57,2016,2,10202
Hyundai,Eon,Hatchback,3.33,2016,2,5539
Hyundai,Grand i10,Hatchback,5,2016,2,8898
Hyundai,Tucson,SUV,23,2016,2,
Hyundai,Verna,Sedan,8,2016,2,1368
Hyundai,Xcent,Sedan,6,2016,2,4193
Mahindra,Bolero,MUV,8.99,2016,2,7446
Mahindra,KUV100,Hatchback,6.19,2016,2,4486
Mahindra,Scorpio,SUV,13.18,2016,2,4064
Mahindra,TUV300,SUV,15,2016,2,2635
Mahindra,"Verito, Vibe",Sedan,10,2016,2,217
Mahindra,XUV500,SUV,13,2016,2,2790
Mahindra,Xylo,MUV,8.86,2016,2,511
Maruti Suzuki,Alto,Hatchback,3.25,2016,2,21286
Maruti Suzuki,Baleno,Hatchback,6.03,2016,2,6888
Maruti Suzuki,Celerio,Hatchback,5.14,2016,2,5137
Maruti Suzuki,Ciaz,Sedan,8.67,2016,2,5162
Maruti Suzuki,Dzire,Sedan,6.09,2016,2,17410
Maruti Suzuki,Ertiga,MUV,8.11,2016,2,5620
Maruti Suzuki,Gypsy,MUV,6.5,2016,2,340
Maruti Suzuki,Ignis,Hatchback,5.08,2016,2,
Maruti Suzuki,Omni,MUV,2.08,2016,2,7151
Maruti Suzuki,S-Cross,Hatchback,8.6,2016,2,2524
Maruti Suzuki,Swift,Hatchback,5.9,2016,2,15475
Maruti Suzuki,Vitara Brezza,SUV,7.68,2016,2,
Maruti Suzuki,WagonR,Hatchback,5.16,2016,2,14209
Maruti Suzuki,Еесо,MUV,4.53,2016,2,5331
Nissan,Micra,Hatchback,6.63,2016,2,787
Nissan,Sunny,Sedan,7.07,2016,2,217
Nissan,Terrano,SUV,10,2016,2,759
Renault,Kwid,Hatchback,4.24,2016,2,7544
Renault,Lodgy,MUV,8.63,2016,2,527
Skoda,Octavia,Sedan,26.29,2016,2,239
Skoda,Rapid,Sedan,11.99,2016,2,836
Skoda,Superb,Sedan,32.85,2016,2,84
Tata,Bolt,Hatchback,5.25,2016,2,772
Tata,Nano,Hatchback,2.05,2016,2,1414
Tata,"Safari, Storme",SUV,11.09,2016,2,835
Tata,Sumo,MUV,5.26,2016,2,791
Tata,Tiago,Hatchback,5.19,2016,2,1096
Tata,Tigor,Sedan,5.79,2016,2,
Tata,Zest,Sedan,5.82,2016,2,2195
Tata,Hexa,MUV,13.69,2016,2,
Toyota,Camry,Sedan,41.7,2016,2,98
Toyota,Corolla,Sedan,16.46,2016,2,499
Toyota,Etios,Sedan,7.04,2016,2,2257
Toyota,Fortuner,SUV,31.38,2016,2,914
Toyota,Innova,MUV,17.3,2016,2,4945
Toyota,Landcruiser,SUV,147,2016,2,8
Toyota,"Liva, Cross",Hatchback,5.68,2016,2,1591
Volkswagen,Polo,Hatchback,6.49,2016,2,1266
Volkswagen,Vento,Sedan,10,2016,2,1110
Datsun,Go,Hatchback,4.03,2016,3,1414
Datsun,Go Plus,MUV,4.26,2016,3,668
Datsun,RediGo,Hatchback,3.98,2016,3,
Fiat,"Evo, Avventura",Hatchback,6.57,2016,3,491
Fiat,Linea,Sedan,7.19,2016,3,101
Ford,Aspire,Sedan,7.28,2016,3,1328
Ford,EcoSport,SUV,8.19,2016,3,4456
Ford,Endeavour,SUV,29.99,2016,3,385
Ford,Figo,Hatchback,5.82,2016,3,1396
Ford,Mustang,Others,74.61,2016,3,
Honda,Amaze,Sedan,6.38,2016,3,5223
Honda,Brio,Hatchback,4.73,2016,3,2158
Honda,BRV,SUV,13.9,2016,3,
Honda,City,Sedan,15.18,2016,3,5662
Honda,CRV,SUV,28.34,2016,3,94
Honda,Jazz,Hatchback,7.81,2016,3,3683
Hyundai,Creta,SUV,10.22,2016,3,8163
Hyundai,Elantra,Sedan,17.86,2016,3,74
Hyundai,Elite i20,Hatchback,5.57,2016,3,10647
Hyundai,Eon,Hatchback,3.33,2016,3,5460
Hyundai,Grand i10,Hatchback,5,2016,3,9544
Hyundai,Tucson,SUV,23,2016,3,
Hyundai,Verna,Sedan,8,2016,3,1520
Hyundai,Xcent,Sedan,6,2016,3,3761
Mahindra,Bolero,MUV,8.99,2016,3,6211
Mahindra,KUV100,Hatchback,6.19,2016,3,5157
Mahindra,Scorpio,SUV,13.18,2016,3,4015
Mahindra,TUV300,SUV,15,2016,3,2614
Mahindra,"Verito, Vibe",Sedan,10,2016,3,286
Mahindra,XUV500,SUV,13,2016,3,3161
Mahindra,Xylo,MUV,8.86,2016,3,602
Maruti Suzuki,Alto,Hatchback,3.25,2016,3,22101
Maruti Suzuki,Baleno,Hatchback,6.03,2016,3,6236
Maruti Suzuki,Celerio,Hatchback,5.14,2016,3,8859
Maruti Suzuki,Ciaz,Sedan,8.67,2016,3,5480
Maruti Suzuki,Dzire,Sedan,6.09,2016,3,17796
Maruti Suzuki,Ertiga,MUV,8.11,2016,3,5544
Maruti Suzuki,Gypsy,MUV,6.5,2016,3,220
Maruti Suzuki,Ignis,Hatchback,5.08,2016,3,
Maruti Suzuki,Omni,MUV,2.08,2016,3,7245
Maruti Suzuki,S-Cross,Hatchback,8.6,2016,3,2567
Maruti Suzuki,Swift,Hatchback,5.9,2016,3,14524
Maruti Suzuki,Vitara Brezza,SUV,7.68,2016,3,5563
Maruti Suzuki,WagonR,Hatchback,5.16,2016,3,14577
Maruti Suzuki,Еесо,MUV,4.53,2016,3,5651
Nissan,Micra,Hatchback,6.63,2016,3,878
Nissan,Sunny,Sedan,7.07,2016,3,185
Nissan,Terrano,SUV,10,2016,3,587
Renault,Kwid,Hatchback,4.24,2016,3,9743
Renault,Lodgy,MUV,8.63,2016,3,573
Skoda,Octavia,Sedan,26.29,2016,3,262
Skoda,Rapid,Sedan,11.99,2016,3,1049
Skoda,Superb,Sedan,32.85,2016,3,87
Tata,Bolt,Hatchback,5.25,2016,3,742
Tata,Nano,Hatchback,2.05,2016,3,732
Tata,"Safari, Storme",SUV,11.09,2016,3,546
Tata,Sumo,MUV,5.26,2016,3,962
Tata,Tiago,Hatchback,5.19,2016,3,
Tata,Tigor,Sedan,5.79,2016,3,
Tata,Zest,Sedan,5.82,2016,3,1989
Tata,Hexa,MUV,13.69,2016,3,
Toyota,Camry,Sedan,41.7,2016,3,138
Toyota,Corolla,Sedan,16.46,2016,3,584
Toyota,Etios,Sedan,7.04,2016,3,2389
Toyota,Fortuner,SUV,31.38,2016,3,481
Toyota,Innova,MUV,17.3,2016,3,2805
Toyota,Landcruiser,SUV,147,2016,3,37
Toyota,"Liva, Cross",Hatchback,5.68,2016,3,1203
Volkswagen,Polo,Hatchback,6.49,2016,3,2208
Volkswagen,Vento,Sedan,10,2016,3,1094
Datsun,Go,Hatchback,4.03,2016,4,906
Datsun,Go Plus,MUV,4.26,2016,4,890
Datsun,RediGo,Hatchback,3.98,2016,4,
Fiat,"Evo, Avventura",Hatchback,6.57,2016,4,408
Fiat,Linea,Sedan,7.19,2016,4,67
Ford,Aspire,Sedan,7.28,2016,4,1156
Ford,EcoSport,SUV,8.19,2016,4,3789
Ford,Endeavour,SUV,29.99,2016,4,560
Ford,Figo,Hatchback,5.82,2016,4,1055
Ford,Mustang,Others,74.61,2016,4,
Honda,Amaze,Sedan,6.38,2016,4,2639
Honda,Brio,Hatchback,4.73,2016,4,198
Honda,BRV,SUV,13.9,2016,4,567
Honda,City,Sedan,15.18,2016,4,5793
Honda,CRV,SUV,28.34,2016,4,46
Honda,Jazz,Hatchback,7.81,2016,4,869
Hyundai,Creta,SUV,10.22,2016,4,7900
Hyundai,Elantra,Sedan,17.86,2016,4,71
Hyundai,Elite i20,Hatchback,5.57,2016,4,11147
Hyundai,Eon,Hatchback,3.33,2016,4,5417
Hyundai,Grand i10,Hatchback,5,2016,4,9840
Hyundai,Tucson,SUV,23,2016,4,
Hyundai,Verna,Sedan,8,2016,4,2050
Hyundai,Xcent,Sedan,6,2016,4,4200
Mahindra,Bolero,MUV,8.99,2016,4,5785
Mahindra,KUV100,Hatchback,6.19,2016,4,5097
Mahindra,Scorpio,SUV,13.18,2016,4,4328
Mahindra,TUV300,SUV,15,2016,4,1928
Mahindra,"Verito, Vibe",Sedan,10,2016,4,138
Mahindra,XUV500,SUV,13,2016,4,2821
Mahindra,Xylo,MUV,8.86,2016,4,457
Maruti Suzuki,Alto,Hatchback,3.25,2016,4,16583
Maruti Suzuki,Baleno,Hatchback,6.03,2016,4,9562
Maruti Suzuki,Celerio,Hatchback,5.14,2016,4,8548
Maruti Suzuki,Ciaz,Sedan,8.67,2016,4,5702
Maruti Suzuki,Dzire,Sedan,6.09,2016,4,13256
Maruti Suzuki,Ertiga,MUV,8.11,2016,4,5484
Maruti Suzuki,Gypsy,MUV,6.5,2016,4,221
Maruti Suzuki,Ignis,Hatchback,5.08,2016,4,
Maruti Suzuki,Omni,MUV,2.08,2016,4,8356
Maruti Suzuki,S-Cross,Hatchback,8.6,2016,4,2507
Maruti Suzuki,Swift,Hatchback,5.9,2016,4,15661
Maruti Suzuki,Vitara Brezza,SUV,7.68,2016,4,7832
Maruti Suzuki,WagonR,Hatchback,5.16,2016,4,15323
Maruti Suzuki,Еесо,MUV,4.53,2016,4,6164
Nissan,Micra,Hatchback,6.63,2016,4,596
Nissan,Sunny,Sedan,7.07,2016,4,171
Nissan,Terrano,SUV,10,2016,4,463
Renault,Kwid,Hatchback,4.24,2016,4,9795
Renault,Lodgy,MUV,8.63,2016,4,391
Skoda,Octavia,Sedan,26.29,2016,4,183
Skoda,Rapid,Sedan,11.99,2016,4,621
Skoda,Superb,Sedan,32.85,2016,4,107
Tata,Bolt,Hatchback,5.25,2016,4,290
Tata,Nano,Hatchback,2.05,2016,4,1100
Tata,"Safari, Storme",SUV,11.09,2016,4,539
Tata,Sumo,MUV,5.26,2016,4,814
Tata,Tiago,Hatchback,5.19,2016,4,3022
Tata,Tigor,Sedan,5.79,2016,4,
Tata,Zest,Sedan,5.82,2016,4,1419
Tata,Hexa,MUV,13.69,2016,4,
Toyota,Camry,Sedan,41.7,2016,4,127
Toyota,Corolla,Sedan,16.46,2016,4,412
Toyota,Etios,Sedan,7.04,2016,4,1960
Toyota,Fortuner,SUV,31.38,2016,4,509
Toyota,Innova,MUV,17.3,2016,4,4269
Toyota,Landcruiser,SUV,147,2016,4,10
Toyota,"Liva, Cross",Hatchback,5.68,2016,4,1242
Volkswagen,Polo,Hatchback,6.49,2016,4,1906
Volkswagen,Vento,Sedan,10,2016,4,973
Datsun,Go,Hatchback,4.03,2016,5,1118
Datsun,Go Plus,MUV,4.26,2016,5,666
Datsun,RediGo,Hatchback,3.98,2016,5,576
Fiat,"Evo, Avventura",Hatchback,6.57,2016,5,354
Fiat,Linea,Sedan,7.19,2016,5,147
Ford,Aspire,Sedan,7.28,2016,5,1170
Ford,EcoSport,SUV,8.19,2016,5,3033
Ford,Endeavour,SUV,29.99,2016,5,501
Ford,Figo,Hatchback,5.82,2016,5,1076
Ford,Mustang,Others,74.61,2016,5,
Honda,Amaze,Sedan,6.38,2016,5,1409
Honda,Brio,Hatchback,4.73,2016,5,228
Honda,BRV,SUV,13.9,2016,5,2344
Honda,City,Sedan,15.18,2016,5,3305
Honda,CRV,SUV,28.34,2016,5,69
Honda,Jazz,Hatchback,7.81,2016,5,2473
Hyundai,Creta,SUV,10.22,2016,5,7057
Hyundai,Elantra,Sedan,17.86,2016,5,44
Hyundai,Elite i20,Hatchback,5.57,2016,5,10472
Hyundai,Eon,Hatchback,3.33,2016,5,3634
Hyundai,Grand i10,Hatchback,5,2016,5,12055
Hyundai,Tucson,SUV,23,2016,5,
Hyundai,Verna,Sedan,8,2016,5,1502
Hyundai,Xcent,Sedan,6,2016,5,4701
Mahindra,Bolero,MUV,8.99,2016,5,4419
Mahindra,KUV100,Hatchback,6.19,2016,5,4446
Mahindra,Scorpio,SUV,13.18,2016,5,4264
Mahindra,TUV300,SUV,15,2016,5,1902
Mahindra,"Verito, Vibe",Sedan,10,2016,5,182
Mahindra,XUV500,SUV,13,2016,5,2264
Mahindra,Xylo,MUV,8.86,2016,5,500
Maruti Suzuki,Alto,Hatchback,3.25,2016,5,19874
Maruti Suzuki,Baleno,Hatchback,6.03,2016,5,10004
Maruti Suzuki,Celerio,Hatchback,5.14,2016,5,7379
Maruti Suzuki,Ciaz,Sedan,8.67,2016,5,5188
Maruti Suzuki,Dzire,Sedan,6.09,2016,5,16968
Maruti Suzuki,Ertiga,MUV,8.11,2016,5,4133
Maruti Suzuki,Gypsy,MUV,6.5,2016,5,169
Maruti Suzuki,Ignis,Hatchback,5.08,2016,5,
Maruti Suzuki,Omni,MUV,2.08,2016,5,6923
Maruti Suzuki,S-Cross,Hatchback,8.6,2016,5,2101
Maruti Suzuki,Swift,Hatchback,5.9,2016,5,12355
Maruti Suzuki,Vitara Brezza,SUV,7.68,2016,5,7193
Maruti Suzuki,WagonR,Hatchback,5.16,2016,5,13231
Maruti Suzuki,Еесо,MUV,4.53,2016,5,5241
Nissan,Micra,Hatchback,6.63,2016,5,652
Nissan,Sunny,Sedan,7.07,2016,5,161
Nissan,Terrano,SUV,10,2016,5,333
Renault,Kwid,Hatchback,4.24,2016,5,5600
Renault,Lodgy,MUV,8.63,2016,5,730
Skoda,Octavia,Sedan,26.29,2016,5,217
Skoda,Rapid,Sedan,11.99,2016,5,623
Skoda,Superb,Sedan,32.85,2016,5,56
Tata,Bolt,Hatchback,5.25,2016,5,596
Tata,Nano,Hatchback,2.05,2016,5,856
Tata,"Safari, Storme",SUV,11.09,2016,5,333
Tata,Sumo,MUV,5.26,2016,5,454
Tata,Tiago,Hatchback,5.19,2016,5,3287
Tata,Tigor,Sedan,5.79,2016,5,
Tata,Zest,Sedan,5.82,2016,5,1554
Tata,Hexa,MUV,13.69,2016,5,
Toyota,Camry,Sedan,41.7,2016,5,177
Toyota,Corolla,Sedan,16.46,2016,5,652
Toyota,Etios,Sedan,7.04,2016,5,2625
Toyota,Fortuner,SUV,31.38,2016,5,579
Toyota,Innova,MUV,17.3,2016,5,7259
Toyota,Landcruiser,SUV,147,2016,5,25
Toyota,"Liva, Cross",Hatchback,5.68,2016,5,1297
Volkswagen,Polo,Hatchback,6.49,2016,5,2480
Volkswagen,Vento,Sedan,10,2016,5,995
Datsun,Go,Hatchback,4.03,2016,6,791
Datsun,Go Plus,MUV,4.26,2016,6,551
Datsun,RediGo,Hatchback,3.98,2016,6,2925
Fiat,"Evo, Avventura",Hatchback,6.57,2016,6,501
Fiat,Linea,Sedan,7.19,2016,6,90
Ford,Aspire,Sedan,7.28,2016,6,2401
Ford,EcoSport,SUV,8.19,2016,6,4609
Ford,Endeavour,SUV,29.99,2016,6,465
Ford,Figo,Hatchback,5.82,2016,6,1990
Ford,Mustang,Others,74.61,2016,6,
Honda,Amaze,Sedan,6.38,2016,6,1617
Honda,Brio,Hatchback,4.73,2016,6,359
Honda,BRV,SUV,13.9,2016,6,3064
Honda,City,Sedan,15.18,2016,6,3581
Honda,CRV,SUV,28.34,2016,6,53
Honda,Jazz,Hatchback,7.81,2016,6,2593
Hyundai,Creta,SUV,10.22,2016,6,7700
Hyundai,Elantra,Sedan,17.86,2016,6,112
Hyundai,Elite i20,Hatchback,5.57,2016,6,8990
Hyundai,Eon,Hatchback,3.33,2016,6,3600
Hyundai,Grand i10,Hatchback,5,2016,6,12678
Hyundai,Tucson,SUV,23,2016,6,
Hyundai,Verna,Sedan,8,2016,6,1800
Hyundai,Xcent,Sedan,6,2016,6,3800
Mahindra,Bolero,MUV,8.99,2016,6,3699
Mahindra,KUV100,Hatchback,6.19,2016,6,3543
Mahindra,Scorpio,SUV,13.18,2016,6,3366
Mahindra,TUV300,SUV,15,2016,6,1722
Mahindra,"Verito, Vibe",Sedan,10,2016,6,266
Mahindra,XUV500,SUV,13,2016,6,2288
Mahindra,Xylo,MUV,8.86,2016,6,564
Maruti Suzuki,Alto,Hatchback,3.25,2016,6,15750
Maruti Suzuki,Baleno,Hatchback,6.03,2016,6,6967
Maruti Suzuki,Celerio,Hatchback,5.14,2016,6,5797
Maruti Suzuki,Ciaz,Sedan,8.67,2016,6,2800
Maruti Suzuki,Dzire,Sedan,6.09,2016,6,15560
Maruti Suzuki,Ertiga,MUV,8.11,2016,6,2726
Maruti Suzuki,Gypsy,MUV,6.5,2016,6,199
Maruti Suzuki,Ignis,Hatchback,5.08,2016,6,
Maruti Suzuki,Omni,MUV,2.08,2016,6,5530
Maruti Suzuki,S-Cross,Hatchback,8.6,2016,6,110
Maruti Suzuki,Swift,Hatchback,5.9,2016,6,9033
Maruti Suzuki,Vitara Brezza,SUV,7.68,2016,6,6673
Maruti Suzuki,WagonR,Hatchback,5.16,2016,6,11962
Maruti Suzuki,Еесо,MUV,4.53,2016,6,4344
Nissan,Micra,Hatchback,6.63,2016,6,554
Nissan,Sunny,Sedan,7.07,2016,6,157
Nissan,Terrano,SUV,10,2016,6,234
Renault,Kwid,Hatchback,4.24,2016,6,9459
Renault,Lodgy,MUV,8.63,2016,6,274
Skoda,Octavia,Sedan,26.29,2016,6,197
Skoda,Rapid,Sedan,11.99,2016,6,650
Skoda,Superb,Sedan,32.85,2016,6,151
Tata,Bolt,Hatchback,5.25,2016,6,698
Tata,Nano,Hatchback,2.05,2016,6,481
Tata,"Safari, Storme",SUV,11.09,2016,6,482
Tata,Sumo,MUV,5.26,2016,6,281
Tata,Tiago,Hatchback,5.19,2016,6,4205
Tata,Tigor,Sedan,5.79,2016,6,
Tata,Zest,Sedan,5.82,2016,6,2138
Tata,Hexa,MUV,13.69,2016,6,
Toyota,Camry,Sedan,41.7,2016,6,151
Toyota,Corolla,Sedan,16.46,2016,6,513
Toyota,Etios,Sedan,7.04,2016,6,2649
Toyota,Fortuner,SUV,31.38,2016,6,911
Toyota,Innova,MUV,17.3,2016,6,8171
Toyota,Landcruiser,SUV,147,2016,6,17
Toyota,"Liva, Cross",Hatchback,5.68,2016,6,1155
Volkswagen,Polo,Hatchback,6.49,2016,6,2977
Volkswagen,Vento,Sedan,10,2016,6,919
Datsun,Go,Hatchback,4.03,2016,7,941
Datsun,Go Plus,MUV,4.26,2016,7,600
Datsun,RediGo,Hatchback,3.98,2016,7,3940
Fiat,"Evo, Avventura",Hatchback,6.57,2016,7,424
Fiat,Linea,Sedan,7.19,2016,7,123
Ford,Aspire,Sedan,7.28,2016,7,748
